Mol_ID,Source,DOI,Donor,Acceptor,Donor SMILES,Acceptor SMILES,Voc,Jsc,FF,PCE,HOMO_A,LUMO_A,Ehl_A,Eg_A,HOMO_D,LUMO_D,Ehl_D,Eg_D
0,S,10.1021/acs.chemmater.8b05316.s001,,,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1,[C-]#[N+]/C(C#N)=c1/s/c(=C\c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c3nn(CCCCCCCC)nc23)c(=O)n1CC,1.24,13.16,0.666,10.5,-5.49,-3.73,1.76,1.76,-5.39,-3.45,1.94,1.94
2,S,10.1002/adfm.201704507,,,CCCCCCCCCCCCSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3ccc(SCCCCCCCCCCCC)s3)c3cc(C)sc23)s1,[C-]#[N+]/C(C#N)=c1/s/c(=C\c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c3nn(CCCCCCCC)nc23)c(=O)n1CC,1.15,10.84,0.662,8.25,-5.49,-3.73,1.76,1.76,-5.32,-3.38,1.94,1.94
3,S,10.1002/smtd.201700330,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,[C-]#[N+]/C(C#N)=c1/s/c(=C\c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nsnc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c3nsnc23)c(=O)n1CC,0.91,14.66,0.609,8.13,-5.45,-3.95,1.5,1.5,-5.27,-3.5,1.77,1.77
4,S,10.1039/c7ta04703g,,,CCCCCCCCCCCCOc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,[C-]#[N+]C1=C(C)/C(=C/c2cc(CCCCCC)c(-c3cc(CCCCC)c(-c4cc5c(s4)c4sc(-c6sc(-c7sc(/C=C8\C(=O)N(CCCC)C(=O)C([N+]#[C-])=C8C)cc7CCCCCC)cc6CCCCCC)cc4n5C(CCCCCCCC)CCCCCCCC)s3)s2)C(=O)N(CCCC)C1=O,0.83,10.53,0.56,4.89,-5.27,-3.87,1.4,1.4,-5.1,-3.48,1.62,1.62
7,S,10.1002/adma.201400647,,,CCCCCCc1cc(C)sc1C,c1(/N=C2C(c3ccccc3)=C(C#Cc4ccccc4)C(c5ccccc5)=N/2)n([Zn]n6c(/N=C7N=C(C(C#Cc8ccccc8)=C\7c9ccccc9)c%10ccccc%10)c(c%11ccccc%11)c(C#Cc%12ccccc%12)c6c%13ccccc%13)c(c%14ccccc%14)c(C#Cc%15ccccc%15)c1c%16ccccc%16,0.77,9.1,0.59,4.1,-5.6,-3.85,1.75,1.75,-4.9,-3.0,1.9,1.9
8,S,10.1039/c4ta05310a,,,CCCCCCc1cc(C)sc1C,c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,0.75,0.41,0.62,0.19,-6.3,-2.65,3.65,3.65,-5.0,-3.1,1.9,1.9
9,S,10.1002/aenm.201802131,,,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CC#Cc1ccc2c(c1)C(=C(C#N)C#N)/C(=C/c1cc3sc4c(c3s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc3c(cc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-3sc3cc(/C=C4\C(=O)c5ccc(C#CC)cc5C4=C(C#N)C#N)sc13)C2=O,0.989,16.5,0.67,10.9,-5.63,-3.9,1.73,1.73,-5.48,-3.65,1.83,1.83
10,S,10.1039/c4ra05584e,,,CCCCCCc1cc(C)sc1C,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2CCCCCCN1c2ccccc2Sc2cc(C=C(C#N)C#N)ccc21,0.98,7.28,0.56,4.16,-5.58,-3.4,2.18,2.18,-5.0,-3.1,1.9,1.9
11,S,10.1021/acs.chemmater.5b04551,,,CCCCCCc1cc(C)sc1C,CC(C)OCCCN1C(=O)c2ccc(C#Cc3ccc(C#Cc4ccc5c(c4)C(=O)N(CCCOC(C)C)C5=O)c4nsnc34)cc2C1=O,0.66,0.55,0.29,0.11,-6.02,-3.32,2.7,2.7,-5.0,-3.1,1.9,1.9
13,S,10.1016/j.dyepig.2018.07.050,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CC(C1=CC=C(O[B-]23[N+]4=C5N=C6N2C(C7=C6C=CC(C8=C(CCCCCCCC)C=C(/C=C9C(C%10=CC=CC=C%10C\9=C(C#N)\C#N)=O)S8)=C7)=NC%11=C%12C=C(C%13=C(CCCCCCCC)C=C(/C=C%14C(C%15=CC=CC=C%15C\%14=C(C#N)\C#N)=O)S%13)C=CC%12=C(N3%11)N=C4C%16=C5C=CC(C%17=C(CCCCCCCC)C=C(/C=C%18C(C%19=CC=CC=C%19C\%18=C(C#N)\C#N)=O)S%17)=C%16)C=C1)(C)C,0.87,10.06,0.536,4.69,-5.6,-3.9,1.7,1.7,-5.33,-3.53,1.8,1.8
14,,,,,CCCCCCCCn1nc2c(-c3cc(CC(CCCC)CCCCCC)cs3)cc3c(cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc(F)c(-c6sccc6F)s5)s4)c4nn(CCCCCCCC)nc43)c2n1,CC.CC.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.8,17.33,0.725,10.05,-5.58,-3.98,1.6,1.6,-5.24,2.01,1.84,
15,,,,,CCCCCCCCn1nc2c(-c3cc(CC(CCCC)CCCCCC)cs3)cc3c(cc(-c4cc(CC(CCCC)CCCCCC)c(-c5ccc(-c6cccs6)s5)s4)c4nn(CCCCCCCC)nc43)c2n1,CC.CC.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.75,10.15,0.581,4.42,-5.58,-3.98,1.6,1.6,-5.16,2.06,1.94,
16,,,,,CCCCCCc1cc(C)sc1C,CC[Si]1(CC)c2ccsc2-c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21,0.54,4.85,0.547,1.43,-5.4,-3.7,1.7,,-5.01,1.89,,
17,S,10.1002/aenm.201000006,,,CCCCCCc1cc(C)sc1C,CCC(CC)N1C(=O)c2c(CCC(C)(C)C)cc3c4c5c(c6cc(CCC(C)(C)C)c(c2c36)C1=O)=CC(CCC(C)(C)C)=C1C(=O)N(C(CC)CC)C(=O)C(C(CCC(C)(C)C)=C4)C15,0.75,1.74,0.38,0.5,-5.9,-3.8,2.1,2.1,-5.0,-3.1,1.9,1.9
18,S,10.1039/c8tc03081b,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCC(CC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(c1ccc(-c2c(-c3ccc(C6=c7c8c(c9ccc%10c%11c(ccc7c9%11)C(=O)N(C(CC)CC)C%10=O)C=CC7C(=O)N(C(CC)CC)C(=O)C(=C6)C87)cc3)c(-c3ccc(-c6cc7c8c(ccc9c%10c%11c(c6c98)=CC=C6C(=O)N(C(CC)CC)C(=O)C(C=C%10)C6%11)C(=O)N(C(CC)CC)C7=O)cc3)c(-c3ccc(-c6cc7c8c(ccc9c%10c%11c(c6c98)=CC=C6C(=O)N(C(CC)CC)C(=O)C(C=C%10)C6%11)C(=O)N(C(CC)CC)C7=O)cc3)c(-c3ccc(C6=c7c8c(c9ccc%10c%11c(ccc7c9%11)C(=O)N(C(CC)CC)C%10=O)C=CC7C(=O)N(C(CC)CC)C(=O)C(=C6)C87)cc3)c2-c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CC)CC)C(=O)C(C=C9)C3%10)C(=O)N(C(CC)CC)C6=O)cc2)cc1)C=C1C(=O)N(C(CC)CC)C(=O)C(C=C4)C15,0.92,15.11,0.48,6.63,-5.69,-3.93,1.76,1.76,-5.22,-3.64,1.58,1.58
19,S,10.1039/c4ta02851a,,,CCCCC(CC)CC(=O)c1cc2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2s1,CCC(CC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CC)CC)C(=O)C(C=C4)C15,0.8,8.1,0.519,3.71,-5.9,-3.8,2.1,2.1,-5.11,-3.25,1.86,1.86
20,S,10.1021/acsami.6b08284,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c2c1F,CCC(CC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CC)CC)C(=O)C(C=C4)C15,0.84,7.57,0.559,3.55,-5.9,-3.8,2.1,2.1,-5.02,-3.39,1.63,1.63
21,S,10.1002/aenm.201000006,,,CCCCCCc1cc(C)sc1C,CCC(CC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CC)CC)C(=O)C(C=C4)C15,0.48,1.49,0.35,0.25,-5.9,-3.8,2.1,2.1,-5.0,-3.1,1.9,1.9
22,S,10.1002/cphc.201402568,,,CCCCCCc1cc(C)sc1C,CCC[Si]1(CCC)c2cc(-c3ccc(F)cc3)sc2-c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21,0.54,5.88,0.46,1.5,-5.7,-3.7,2.0,2.0,-5.0,-3.1,1.9,1.9
23,,,,,CCCCCCCCC(CCCCCC)COc1cnc2c(C)c(F)c(F)c(-c3ccc(C)s3)c2n1,CCC1(CC)C2=C(c3cc4c(cc31)c1sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc1n4C)C(CC)(CC)c1cc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(C)c3cc12,0.967,12.03,0.607,7.06,-5.57,-3.82,1.75,,-5.54,2.62,1.93,
24,,,,,CCCCCCCCC(CCCCCC)COc1cnc2c(C)c(F)c(F)c(-c3ccc(C)s3)c2n1,CCC1(CC)C2=C(c3cc4sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c4cc31)C(CC)(CC)c1cc3c(cc12)sc1cc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)sc13,0.96,16.94,0.658,10.69,-5.8,-3.87,1.93,,-5.54,2.62,1.93,
26,,,,,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC)nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,0.88,22.38,0.682,12.76,-5.68,-3.95,1.73,1.31,-5.49,1.85,1.8,
28,,,,,CCc1cc(-c2c3cc(-c4cc(CC)c(-c5cc(CC)c(-c6ccc(/C=C7/SC(=S)N(CC)C7=O)s6)s5)s4)sc3c(-c3cc(CC)c(CC)s3)c3cc(-c4cc(CC)c(-c5cc(CC)c(-c6ccc(/C=C7/SC(=S)N(CC)C7=O)s6)s5)s4)sc23)sc1CC,CCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,0.83,18.93,0.72,11.3,-5.68,-4.1,1.58,,-5.34,1.81,1.78,
29,,,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCc1cc(-c2c3cc(-c4ccc5c(c4)C(=C(C#N)C#N)/C(=C/c4sc6c(sc7c8c9nsnc9c9c%10sc%11c(CC)c(/C=C%12\C(=O)c%13ccc(-c%14cc%15c(-c%16cc(CC)c(CC)s%16)c%16sc(-c%17ccc%18c(c%17)C(=C(C#N)C#N)/C(=C/c%17sc%19c(sc%20c%21c%22nsnc%22c%22c%23sc%24c(CC)c(/C=C%25\C(=O)c%26ccccc%26C%25=C(C#N)C#N)sc%24c%23n(CC)c%22c%21n(CC)c%19%20)c%17CC)C%18=O)cc%16c(-c%16cc(CC)c(CC)s%16)c%15s%14)cc%13C%12=C(C#N)C#N)sc%11c%10n(CC)c9c8n(CC)c67)c4CC)C5=O)sc3c(-c3cc(CC)c(CC)s3)c3ccsc23)sc1CC,0.92,18.27,0.64,10.7,-5.61,-3.8,1.81,,-5.33,1.85,1.84,
30,,,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCc1ccc(C2(c3ccc(CC)cc3)c3c(-c4ccc(CC)s4)c4c(c(-c5ccc(CC)s5)c3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1,0.904,19.52,0.747,13.18,-5.59,-3.86,1.73,1.47,-5.33,1.85,1.84,
31,,,,,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)c3CC)-c3sc4c5c(sc4c32)-c2sc3c(CC)c(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,0.794,24.84,0.681,13.43,-5.51,-3.86,1.65,1.34,-5.49,1.85,1.8,
32,,,,,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc4c(CC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3c(CC)c(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,0.782,22.69,0.696,12.35,-5.47,-3.89,1.58,1.31,-5.49,1.85,1.8,
33,,,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,0.8,20.58,0.66,10.87,-5.51,-3.89,1.62,1.48,-5.33,1.85,1.84,
34,,,,,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(-c7ccccc7)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=c5/sc(=C(C#N)C#N)n(-c6ccccc6)c5=O)c5nn(CC)nc35)sc2-4)cc1,1.21,8.39,0.553,5.61,-5.5,-3.65,1.85,,-5.36,1.94,,
38,S,10.1021/acsami.7b18717,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCC(CCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCC)CCC)C(=O)C(C(c2ccc([Si](c3ccc(C6=Cc7c8c(c9ccc%10c%11c(ccc7c%119)C(=O)N(C(CCC)CCC)C%10=O)=CC=C7C(=O)N(C(CCC)CCC)C(=O)C6C78)cc3)(c3ccc(-c6cc7c8c9c(c%10ccc%11c(c6C(=O)N(C(CCC)CCC)C%11=O)c%107)C=CC6C(=O)N(C(CCC)CCC)C(=O)C(=CC=8)C96)cc3)c3ccc(-c6cc7c8c9c(c%10ccc%11c(c6C(=O)N(C(CCC)CCC)C%11=O)c%107)C=CC6C(=O)N(C(CCC)CCC)C(=O)C(=CC=8)C96)cc3)cc2)=C4)C15,0.83,10.35,0.42,3.68,-6.06,-3.77,2.29,2.29,-5.04,-3.45,1.59,1.59
39,S,10.1021/acsami.7b18717,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCC(CCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCC)CCC)C(=O)C(C(c2ccc(C(c3ccc(C6=Cc7c8c(c9ccc%10c%11c(ccc7c%119)C(=O)N(C(CCC)CCC)C%10=O)=CC=C7C(=O)N(C(CCC)CCC)C(=O)C6C78)cc3)(c3ccc(-c6cc7c8c9c(c%10ccc%11c(c6C(=O)N(C(CCC)CCC)C%11=O)c%107)C=CC6C(=O)N(C(CCC)CCC)C(=O)C(=CC=8)C96)cc3)c3ccc(-c6cc7c8c9c(c%10ccc%11c(c6C(=O)N(C(CCC)CCC)C%11=O)c%107)C=CC6C(=O)N(C(CCC)CCC)C(=O)C(=CC=8)C96)cc3)cc2)=C4)C15,0.85,11.55,0.47,4.71,-6.06,-3.75,2.31,2.31,-5.04,-3.45,1.59,1.59
40,S,10.1021/acsami.7b18717,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCC(CCC)N1C(=O)c2ccc3c4ccc5c6c(c(-c7cc8c(-c9ccc(-c%10cc%11c%12ccc%13c%14c(ccc(c%15ccc%16c(c%10C(=O)N(C(CCC)CCC)C%16=O)c%15%11)c%14%12)C(=O)N(C(CCC)CCC)C%13=O)[se]9)c9sc(-c%10cc%11c%12ccc%13c%14c(ccc(c%15ccc%16c(c%10C(=O)N(C(CCC)CCC)C%16=O)c%15%11)c%14%12)C(=O)N(C(CCC)CCC)C%13=O)cc9c(-c9ccc(-c%10cc%11c%12ccc%13c%14c(ccc(c%15ccc%16c(c%10C(=O)N(C(CCC)CCC)C%16=O)c%15%11)c%14%12)C(=O)N(C(CCC)CCC)C%13=O)[se]9)c8s7)cc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCC)CCC)C5=O,0.81,14.36,0.55,6.61,-5.97,-3.81,2.16,2.16,-5.04,-3.45,1.59,1.59
41,S,10.1021/acsami.7b18717,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCC(CCC)N1C(=O)c2ccc3c4ccc5c6c(c(-c7ccc(-c8c9cc(-c%10cc%11c%12ccc%13c%14c(ccc(c%15ccc%16c(c%10C(=O)N(C(CCC)CCC)C%16=O)c%15%11)c%14%12)C(=O)N(C(CCC)CCC)C%13=O)sc9c(-c9ccc(-c%10cc%11c%12ccc%13c%14c(ccc(c%15ccc%16c(c%10C(=O)N(C(CCC)CCC)C%16=O)c%15%11)c%14%12)C(=O)N(C(CCC)CCC)C%13=O)s9)c9cc(-c%10cc%11c%12ccc%13c%14c(ccc(c%15ccc%16c(c%10C(=O)N(C(CCC)CCC)C%16=O)c%15%11)c%14%12)C(=O)N(C(CCC)CCC)C%13=O)sc89)s7)cc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCC)CCC)C5=O,0.81,15.02,0.58,7.38,-5.94,-3.79,2.15,2.15,-5.04,-3.45,1.59,1.59
42,,,,,CCCCCCc1cc(C)sc1C,CCCC1(CCC)C2=CC=CC=C2C2=CC=C(C3=CC=C(C=C(C#N)C#N)C4=NSN=C34)C=C21,0.62,2.36,0.498,0.73,-6.2,-3.6,2.6,,-5.01,1.89,,
43,,,,,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCC(CC)C[Ge]1(CC(CC)CCCC)c2ccsc2-c2sc(C)cc21.CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,0.97,14.48,0.576,8.09,-5.78,-3.9,1.88,,-5.49,1.85,1.8,
44,,,,,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCC(CC)C[Si]1(CC(CC)CCCC)c2ccsc2-c2sc(C)cc21.CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,0.99,16.48,0.661,10.77,-5.74,-3.87,1.87,,-5.49,1.85,1.8,
47,S,10.1021/jacs.8b12126,,,CCCCCCCCC(CCCCCC)COc1cnc2c(C)c(F)c(F)c(-c3ccc(C)s3)c2n1,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21,0.94,15.99,0.68,10.42,-5.54,-3.87,1.67,1.67,-5.54,-2.98,2.56,2.56
49,M,10.1039/C8TA03753A,PBDB-TF,OF-PCIC,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c(F)c3F)cc21,0.91,13.76,0.734,9.09,-5.66,-3.86,1.8,1.59,-5.5,-3.65,1.85,1.81
50,S,10.1039/c8ta03753a,,,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c(F)c3F)cc21,0.91,13.76,0.734,9.09,-5.66,-3.86,1.8,1.8,-5.48,-3.64,1.84,1.84
